,Location,ZIP
1081,"(41.742683, -87.6692724)",60620
1082,"(41.8915896, -87.7443417)",60644
1083,"(41.8921082, -87.7247632)",60624
1084,"(41.7686287, -87.57317309999999)",60649
1085,"(41.8610023, -87.6244461)",60605
1086,"(41.9993519, -87.81517430000001)",60631
1087,"(41.99379039999999, -87.7931364)",60631
1088,"(41.9782824, -87.8144555)",60656
1089,"(41.9787093, -87.8123964)",60656
1090,"(41.8579753, -87.6750643)",60608
1091,"(41.8943307, -87.726035)",60624
1092,"(41.8941496, -87.72646209999999)",60624
1093,"(41.8382715, -87.71769139999999)",60623
1094,"(41.8926537, -87.66555149999999)",60642
1095,"(41.7741847, -87.67533379999999)",60636
1096,"(41.7156226, -87.56716569999999)",60617
1097,"(41.9258244, -87.7210058)",60647
1098,"(41.7304119, -87.5459182)",60617
1099,"(41.8525159, -87.7151457)",60623
1100,"(41.9664797, -87.6688298)",60640
1101,"(41.8504839, -87.7025043)",60623
1102,"(41.85084430000001, -87.7018839)",60623
1103,"(41.65369740000001, -87.6049453)",60827
1104,"(41.8051053, -87.7521354)",60638
1105,"(41.9618289, -87.7576867)",60630
1106,"(41.9432242, -87.8065994)",60634
1107,"(41.80548570000001, -87.6203386)",60615
1108,"(41.8047037, -87.6210882)",60615
1109,"(41.7429177, -87.7052807)",60652
1110,"(41.7352636, -87.5732451)",60617
1111,"(41.6677891, -87.62230009999999)",60628
1112,"(41.9187998, -87.64668909999999)",60614
1113,"(41.8051666, -87.6624487)",60609
1114,"(42.0118136, -87.6677248)",60626
1115,"(41.8510657, -87.7169435)",60623
1116,"(41.97296, -87.7386609)",60630
1117,"(41.6926437, -87.6182275)",60628
1118,"(41.766664, -87.61128910000001)",60637
1119,"(41.7775899, -87.593442)",60637
1120,"(41.7466134, -87.64391309999999)",60620
1121,"(41.9073095, -87.6885435)",60622
1122,"(41.9025543, -87.7339523)",60651
1123,"(41.749023, -87.62245899999999)",60619
1124,"(41.797627, -87.645662)",60609
1125,"(41.8749169, -87.7059695)",60624
1126,"(41.8964214, -87.7107745)",60651
1127,"(41.7941021, -87.6597424)",60636
1128,"(41.81924069999999, -87.633313)",60609
1129,"(41.98926609999999, -87.6597274)",60660
1130,"(41.7912594, -87.73696989999999)",60629
1131,"(41.8624923, -87.70689259999999)",60623
1132,"(41.7711749, -87.73950409999999)",60629
1133,"(41.8790539, -87.68723210000002)",60612
1134,"(41.7063698, -87.5292697)",60617
1135,"(41.8711594, -87.72282229999999)",60624
1136,"(41.733697, -87.541972)",60617
1137,"(41.8936415, -87.6419353)",60654
1138,"(41.9146169, -87.6680129)",60622
1139,"(41.863955, -87.622017)",60605
1140,"(41.9074835, -87.7179382)",60651
1141,"(41.8694047, -87.71376409999999)",60624
1142,"(41.8443995, -87.66634669999999)",60608
1143,"(42.0225303, -87.6754558)",60626
1144,"(41.853935, -87.71274299999999)",60623
1145,"(41.898361, -87.67378699999999)",60622
1146,"(41.957339, -87.665275)",60613
1147,"(41.7816817, -87.6289278)",60621
1148,"(41.7778584, -87.73523379999999)",60629
1149,"(41.91261009999999, -87.6821397)",60647
1150,"(41.8368229, -87.68573909999999)",60608
1151,"(41.84256269999999, -87.6463998)",60608
1152,"(41.820137, -87.6001556)",60653
1153,"(41.9861619, -87.72679190000001)",60646
1154,"(41.916011, -87.6488839)",60614
1155,"(41.9070604, -87.6627099)",60642
1156,"(41.9978536, -87.70934629999999)",60645
1157,"(41.87979929999999, -87.6508049)",60607
1158,"(41.8858918, -87.6175994)",60601
1159,"(41.8577974, -87.6192481)",60616
1160,"(41.7056605, -87.5644683)",60617
1161,"(41.9285849, -87.69069119999999)",60647
1162,"(41.913916, -87.704808)",60647
1163,"(41.9526158, -87.71901040000002)",60618
1164,"(41.9290862, -87.6482187)",60614
1165,"(41.7708441, -87.63258569999999)",60621
1166,"(41.8012712, -87.6326036)",60609
1167,"(41.7688995, -87.5833047)",60649
1168,"(41.94095739999999, -87.7232484)",60618
1169,"(41.938599, -87.74456599999999)",60641
1170,"(42.009047, -87.67988079999999)",60626
1171,"(41.7871479, -87.7324652)",60629
1172,"(41.9000051, -87.6643363)",60642
1173,"(41.7882691, -87.7193163)",60629
1174,"(41.9832437, -87.6669158)",60660
1175,"(41.858343, -87.72183509999999)",60623
1176,"(41.8556707, -87.6581867)",60608
1177,"(41.7745562, -87.6281309)",60621
1178,"(41.8563951, -87.6293257)",60616
1179,"(41.8280915, -87.6243605)",60653
1180,"(41.9816988, -87.71283419999999)",60625
1181,"(41.8243586, -87.61980059999999)",60653
1182,"(41.9003237, -87.7319285)",60651
1183,"(41.8525261, -87.6837986)",60608
1184,"(41.7198078, -87.537708)",60617
1185,"(41.9598685, -87.6777968)",60613
1186,"(41.8590606, -87.66313579999999)",60608
1187,"(41.7223272, -87.5657341)",60617
1188,"(41.83708499999999, -87.729384)",60623
1189,"(41.7406771, -87.6084994)",60619
1190,"(41.6901343, -87.6737308)",60643
1191,"(41.8604424, -87.69262549999999)",60608
1192,"(41.8725092, -87.76359540000001)",60644
1193,"(41.9987454, -87.7976668)",60631
1194,"(41.7564966, -87.6350873)",60620
1195,"(41.7025584, -87.6062913)",60628
1196,"(41.89230209999999, -87.7080876)",60624
1197,"(41.8559749, -87.7032363)",60623
1198,"(41.82053760000001, -87.619897)",60653
1199,"(41.955369, -87.76358929999999)",60641
1200,"(41.9573481, -87.76102259999999)",60641
1201,"(41.9461521, -87.7607189)",60641
1202,"(42.0152079, -87.6780895)",60626
1203,"(41.76051349999999, -87.5568043)",60649
1204,"(41.7800245, -87.6028779)",60637
1205,"(41.92909239999999, -87.6691774)",60614
1206,"(41.8154658, -87.6036355)",60653
1207,"(41.9068861, -87.6780938)",60622
1208,"(41.9150409, -87.6535746)",60614
1209,"(41.8099431, -87.5996084)",60653
1210,"(41.902656, -87.66338760000001)",60642
1211,"(41.694579, -87.6692769)",60643
1212,"(41.9194202, -87.7618468)",60639
1213,"(41.8789685, -87.7156679)",60624
1214,"(41.9656465, -87.7727431)",60630
1215,"(41.9026807, -87.6959923)",60622
1216,"(41.9068649, -87.66348149999999)",60622
1217,"(41.918734, -87.68377149999999)",60647
1218,"(41.6884931, -87.60942)",60628
1219,"(41.692623, -87.60988549999999)",60628
1220,"(41.9947039, -87.74496540000001)",60646
1221,"(41.9639251, -87.6891321)",60625
1222,"(41.7629337, -87.71804279999999)",60629
1223,"(41.995351, -87.770511)",60646
1224,"(41.7611516, -87.6044715)",60619
1225,"(41.7502378, -87.7294483)",60652
1226,"(41.760634, -87.67637959999999)",60636
1227,"(41.9608864, -87.67128009999999)",60613
1228,"(41.9625873, -87.68030999999999)",60625
1229,"(41.96530569999999, -87.7001396)",60625
1230,"(41.7921768, -87.5943863)",60637
1231,"(41.8045435, -87.60508349999999)",60615
1232,"(41.7786152, -87.63556349999999)",60621
1233,"(41.9412895, -87.71928129999999)",60618
1234,"(41.94260209999999, -87.7690709)",60634
1235,"(41.7506564, -87.6560816)",60620
1236,"(41.7496041, -87.6149334)",60619
1237,"(41.9373329, -87.6995709)",60618
1238,"(41.9910221, -87.8154417)",60631
1239,"(41.7237415, -87.6283595)",60620
1240,"(41.7645637, -87.60011539999999)",60619
1241,"(41.9536443, -87.692032)",60618
1242,"(41.8567231, -87.6476978)",60608
1243,"(41.8027209, -87.6619295)",60609
1244,"(41.7184862, -87.6687121)",60643
1245,"(41.70606, -87.6844778)",60655
1246,"(41.7207994, -87.6675837)",60643
1247,"(41.9237377, -87.78528759999999)",60639
1248,"(41.9739812, -87.7019591)",60625
1249,"(41.8887632, -87.6179124)",60611
1250,"(41.971556, -87.7600498)",60630
1251,"(41.7702519, -87.6368723)",60621
1252,"(41.7263195, -87.6343557)",60620
1253,"(41.817471, -87.598843)",60653
1254,"(42.0152834, -87.6964435)",60645
1255,"(41.9804465, -87.67506639999999)",60640
1256,"(41.9721325, -87.7035983)",60625
1257,"(41.8683711, -87.6299243)",60605
1258,"(41.9650389, -87.7144907)",60625
1259,"(41.9885028, -87.7858067)",60646
1260,"(41.69725589999999, -87.6311154)",60628
1261,"(41.759108, -87.57575)",60649
1262,"(41.7844236, -87.6236972)",60637
1263,"(41.684903, -87.5373153)",60617
1264,"(41.8835997, -87.66935699999999)",60612
1265,"(41.7519718, -87.6177101)",60619
1266,"(41.8479002, -87.6812235)",60608
1267,"(41.8746088, -87.68006700000001)",60612
1268,"(41.7443673, -87.54979709999999)",60617
1269,"(41.9208169, -87.7971244)",60707
1270,"(41.7352668, -87.63950109999999)",60620
1271,"(41.8930604, -87.7191745)",60624
1272,"(41.9072003, -87.6828914)",60622
1273,"(41.9456522, -87.7028816)",60618
1274,"(41.721227, -87.55264299999999)",60617
1275,"(41.9959854, -87.6560149)",60660
1276,"(41.880439, -87.6880353)",60612
1277,"(41.8875685, -87.71362649999999)",60624
1278,"(41.9015633, -87.63382)",60610
1279,"(41.6793831, -87.6182908)",60628
1280,"(41.9182127, -87.70034729999999)",60647
1281,"(41.8956638, -87.7540607)",60651
1282,"(41.8064504, -87.6741203)",60609
1283,"(41.7927818, -87.71230229999999)",60632
1284,"(41.8390704, -87.6325595)",60616
1285,"(41.8922533, -87.66123650000002)",60642
1286,"(41.9884007, -87.7373989)",60646
1287,"(41.9912819, -87.7464294)",60646
1288,"(41.985669, -87.7404055)",60646
1289,"(41.7975924, -87.70526129999999)",60632
1290,"(41.91381459999999, -87.7994758)",60707
1291,"(41.9413315, -87.73284029999999)",60641
1292,"(41.9258583, -87.6689954)",60614
1293,"(41.9053683, -87.64482269999999)",60610
1294,"(41.7168493, -87.59685139999999)",60628
1295,"(41.9355398, -87.6802953)",60618
1296,"(41.7561533, -87.5794785)",60649
1297,"(41.9989998, -87.6695769)",60626
1298,"(41.9303572, -87.76127439999999)",60639
1299,"(41.9472359, -87.73583479999999)",60641
1300,"(41.741494, -87.73660199999999)",60652
1301,"(41.8967738, -87.62173159999999)",60611
1302,"(41.9210021, -87.68465379999999)",60647
1303,"(41.7903126, -87.71081559999999)",60629
1304,"(41.9888418, -87.6685693)",60660
1305,"(41.9890085, -87.6667674)",60660
1306,"(41.80990310000001, -87.66899790000001)",60609
1307,"(41.9028389, -87.63741859999999)",60610
1308,"(41.7852617, -87.6085245)",60637
1309,"(41.7526531, -87.6003724)",60619
1310,"(41.945366, -87.800257)",60634
1311,"(41.8500587, -87.71700150000001)",60623
1312,"(41.9456861, -87.663664)",60657
1313,"(41.871524, -87.6547071)",60607
1314,"(41.8440992, -87.64110409999999)",60616
1315,"(41.8000322, -87.65052279999999)",60609
1316,"(41.7995763, -87.6586367)",60609
1317,"(41.7908713, -87.6340669)",60621
1318,"(41.7904898, -87.6322584)",60621
1319,"(41.8159169, -87.6895299)",60632
1320,"(41.6906458, -87.65930759999999)",60643
1321,"(41.7441457, -87.63594119999999)",60620
1322,"(41.9111279, -87.71542939999999)",60647
1323,"(41.8646142, -87.6683561)",60608
1324,"(41.84259160000001, -87.6415083)",60616
1325,"(41.9072285, -87.6454436)",60610
1326,"(41.88004189999999, -87.6614285)",60607
1327,"(41.8795957, -87.6589984)",60607
1328,"(41.7138966, -87.63121910000001)",60628
1329,"(41.8287306, -87.62517869999999)",60653
1330,"(41.891024, -87.690467)",60612
1331,"(41.7074651, -87.60538849999999)",60628
1332,"(41.9590292, -87.7821491)",60634
1333,"(41.8649951, -87.6540125)",60608
1334,"(41.8914303, -87.70395889999999)",60612
1335,"(41.89413709999999, -87.67423889999999)",60622
1336,"(41.9942847, -87.7245535)",60659
1337,"(41.7953643, -87.71157099999999)",60632
1338,"(41.6812419, -87.6249076)",60628
1339,"(41.7857114, -87.5919145)",60637
1340,"(41.7437801, -87.599489)",60619
1341,"(41.7574114, -87.5654904)",60649
1342,"(41.7449819, -87.54971839999999)",60617
1343,"(41.93344159999999, -87.66143129999999)",60657
1344,"(41.8667185, -87.6289961)",60605
1345,"(41.757653, -87.578952)",60649
1346,"(41.75969070000001, -87.6763149)",60636
1347,"(41.8850409, -87.7507791)",60644
1348,"(41.966814, -87.72834499999999)",60630
1349,"(41.797828, -87.590222)",60615
1350,"(41.8476349, -87.699837)",60623
1351,"(41.8621559, -87.7051943)",60623
1352,"(41.8431425, -87.7144405)",60623
1353,"(41.7301071, -87.5862856)",60617
1354,"(41.9358077, -87.6655231)",60657
1355,"(41.9472259, -87.6719523)",60613
1356,"(41.8270017, -87.6711478)",60609
1357,"(41.9043552, -87.7700194)",60651
1358,"(41.8565017, -87.6813322)",60608
1359,"(41.842372, -87.652203)",60608
1360,"(41.7097292, -87.66918179999999)",60643
1361,"(41.94671779999999, -87.7513148)",60641
1362,"(41.7419872, -87.7328127)",60652
1363,"(41.9528843, -87.68383089999999)",60618
1364,"(41.7748074, -87.634107)",60621
1365,"(41.7840748, -87.6624814)",60636
1366,"(41.8047025, -87.7219203)",60632
1367,"(41.6930965, -87.7048042)",60655
1368,"(41.9284062, -87.646766)",60614
1369,"(41.7646866, -87.61733009999999)",60619
1370,"(41.9699982, -87.77463689999999)",60630
1371,"(41.9759915, -87.7637452)",60630
1372,"(41.7948795, -87.7875521)",60638
1373,"(41.7535034, -87.61293099999999)",60619
1374,"(41.9624514, -87.73744409999999)",60630
1375,"(41.8203675, -87.6250776)",60653
1376,"(41.7346313, -87.6658114)",60620
1377,"(41.9740532, -87.82567329999999)",60706
1378,"(41.7429291, -87.5876615)",60619
1379,"(41.9376152, -87.7745973)",60634
1380,"(41.6568912, -87.54759469999999)",60633
1381,"(41.94444499999999, -87.8285293)",60634
1382,"(41.7106001, -87.53468099999999)",60617
1383,"(41.812397, -87.641072)",60609
1384,"(41.7927979, -87.7041578)",60629
1385,"(41.92543209999999, -87.7485133)",60639
1386,"(41.9951404, -87.665652)",60660
1387,"(41.9832388, -87.6718391)",60640
1388,"(41.8991248, -87.68603619999999)",60622
1389,"(41.7101844, -87.63647639999999)",60628
1390,"(41.9837884, -87.69832249999999)",60659
1391,"(41.9329979, -87.7189538)",60618
1392,"(41.8676547, -87.6540661)",60608
1393,"(41.9824749, -87.66094059999999)",60640
1394,"(41.9197513, -87.6513566)",60614
1395,"(41.7975676, -87.77312189999999)",60638
1396,"(41.8423859, -87.63385699999999)",60616
1397,"(41.9281517, -87.6904723)",60647
1398,"(41.70882750000001, -87.613022)",60628
1399,"(41.960296, -87.7516672)",60641
1400,"(41.70797, -87.68943)",60655
1401,"(41.9232646, -87.66292589999999)",60614
1402,"(42.0119385, -87.81209330000002)",60631
1403,"(41.9416729, -87.7597895)",60641
1404,"(41.94007329999999, -87.66680029999999)",60657
1405,"(41.8832967, -87.6837264)",60612
1406,"(42.0144251, -87.6878885)",60645
1407,"(41.7146074, -87.654411)",60643
1408,"(41.9145828, -87.67212699999999)",60622
1409,"(41.958763, -87.6555169)",60613
1410,"(42.008011, -87.77775799999999)",60646
1411,"(41.7761705, -87.733961)",60629
1412,"(41.9708359, -87.6881344)",60625
1413,"(41.7459161, -87.5476084)",60617
1414,"(41.9744566, -87.80427689999999)",60656
1415,"(41.7805776, -87.716655)",60629
1416,"(41.8970747, -87.6823536)",60622
1417,"(41.9525442, -87.780793)",60634
1418,"(41.93900970000001, -87.7749916)",60634
1419,"(41.9826709, -87.8242862)",60631
1420,"(41.8963933, -87.7706642)",60651
1421,"(41.7562701, -87.5902568)",60619
1422,"(41.8514554, -87.67903439999999)",60608
1423,"(41.9834186, -87.69236900000001)",60659
1424,"(41.7648992, -87.57320650000001)",60649
1425,"(41.9148518, -87.7295721)",60639
1426,"(41.8553013, -87.6657888)",60608
1427,"(41.8590802, -87.6573367)",60608
1428,"(41.776312, -87.7940172)",60638
1429,"(41.8019617, -87.7343004)",60632
1430,"(41.752586, -87.68297799999999)",60620
1431,"(41.9647587, -87.7778575)",60630
1432,"(41.7519921, -87.654095)",60620
1433,"(41.982932, -87.827371)",60631
1434,"(42.0164485, -87.6850048)",60645
1435,"(41.9051817, -87.6621009)",60642
1436,"(41.9203164, -87.70321539999999)",60647
1437,"(41.7803189, -87.7708024)",60638
1438,"(41.9956974, -87.7962941)",60631
1439,"(41.8497783, -87.6337832)",60616
1440,"(41.7452155, -87.69313819999999)",60652
1441,"(41.969738, -87.6558012)",60640
1442,"(41.7960341, -87.5964422)",60615
1443,"(41.9869493, -87.77980269999999)",60646
1444,"(41.7899764, -87.7263485)",60629
1445,"(41.9467705, -87.7310059)",60641
1446,"(41.6798298, -87.67999990000001)",60643
1447,"(41.9269111, -87.80029200000001)",60707
1448,"(41.7590551, -87.64952720000001)",60621
1449,"(41.798765, -87.79663529999999)",60638
1450,"(41.8277302, -87.6265291)",60609
1451,"(41.935631, -87.78415199999999)",60634
1452,"(41.75894, -87.59304)",60619
1453,"(41.7471357, -87.7319927)",60652
1454,"(41.9651408, -87.65617019999999)",60640
1455,"(42.0167079, -87.8144064)",60631
1456,"(41.9620926, -87.6638569)",60640
1457,"(41.9954415, -87.6842492)",60659
1458,"(41.79660150000001, -87.5996759)",60615
1459,"(41.91251279999999, -87.7130923)",60647
1460,"(41.7939861, -87.7319612)",60632
1461,"(41.8833296, -87.6776146)",60612
1462,"(41.7440133, -87.54266539999999)",60617
1463,"(41.7460084, -87.5787904)",60617
1464,"(42.0028084, -87.6689166)",60626
1465,"(41.818334, -87.610062)",60653
1466,"(41.9775534, -87.8087991)",60656
1467,"(41.8705602, -87.7341596)",60624
1468,"(41.9981208, -87.68285259999999)",60645
1469,"(41.8482048, -87.6347078)",60616
1470,"(41.963097, -87.69480039999999)",60625
1471,"(41.9281766, -87.65856149999999)",60614
1472,"(41.8949564, -87.679473)",60612
1473,"(41.711022, -87.67630799999999)",60643
1474,"(41.892862, -87.754648)",60644
1475,"(41.9888995, -87.65860430000001)",60660
1476,"(41.8020247, -87.5998043)",60615
1477,"(41.6949526, -87.65325849999999)",60643
1478,"(41.9855793, -87.79169470000001)",60631
1479,"(41.8927743, -87.6739364)",60622
1480,"(41.7941248, -87.690685)",60632
1481,"(41.7993803, -87.6934313)",60632
1482,"(41.7608342, -87.6071441)",60619
1483,"(41.7643421, -87.70512099999999)",60629
1484,"(41.7156267, -87.5332614)",60617
1485,"(41.809189, -87.6281838)",60609
1486,"(41.8189779, -87.6424037)",60609
1487,"(41.961341, -87.64931899999999)",60613
1488,"(41.8479028, -87.69538170000001)",60623
1489,"(41.975387, -87.7174879)",60625
1490,"(42.0056166, -87.7012345)",60645
1491,"(41.811015, -87.60123)",60653
1492,"(41.7407013, -87.6483076)",60620
1493,"(41.91413259999999, -87.6963258)",60647
1494,"(41.9611724, -87.6799011)",60618
1495,"(41.8595869, -87.646412)",60608
1496,"(41.865106, -87.68315899999999)",60608
1497,"(41.94894499999999, -87.777823)",60634
1498,"(41.733009, -87.5450591)",60617
1499,"(41.8574835, -87.6586732)",60608
1500,"(41.9677224, -87.7523879)",60630
1501,"(41.8075106, -87.6424668)",60609
1502,"(41.7778597, -87.60039809999999)",60637
1503,"(41.885982, -87.73563279999999)",60624
1504,"(41.884245, -87.72974599999999)",60624
1505,"(41.7433814, -87.6659482)",60620
1506,"(41.85771260000001, -87.6350111)",60616
1507,"(41.7874363, -87.70768389999999)",60629
1508,"(41.731463, -87.6051109)",60619
1509,"(42.0152489, -87.6729581)",60626
1510,"(41.8788268, -87.67937649999999)",60612
1511,"(41.7056963, -87.5644536)",60617
1512,"(41.9764074, -87.6698278)",60640
1513,"(41.7301204, -87.61119959999999)",60619
1514,"(41.72570100000001, -87.630464)",60620
1515,"(41.7995187, -87.7600428)",60638
1516,"(41.8274419, -87.6080624)",60653
1517,"(41.8980721, -87.70466449999999)",60622
1518,"(41.8851415, -87.666066)",60607
1519,"(41.707014, -87.6541104)",60643
1520,"(41.9293972, -87.71221100000001)",60647
1521,"(41.78802779999999, -87.5939404)",60637
1522,"(41.80821419999999, -87.7306844)",60632
1523,"(41.859406, -87.6679035)",60608
1524,"(41.8099654, -87.6005806)",60653
1525,"(41.7844635, -87.79617100000002)",60638
1526,"(41.7205567, -87.66589929999999)",60643
1527,"(41.9602551, -87.7643696)",60641
1528,"(41.7176475, -87.5558444)",60617
1529,"(41.6881033, -87.6856313)",60655
1530,"(41.9939043, -87.6918452)",60659
1531,"(41.8692825, -87.7289878)",60624
1532,"(41.7945273, -87.64799269999999)",60609
1533,"(41.8020711, -87.748488)",60638
1534,"(41.6898727, -87.62182279999999)",60628
1535,"(41.9687156, -87.6816194)",60625
1536,"(41.9714449, -87.7250639)",60625
1537,"(41.9071048, -87.6928841)",60622
1538,"(41.9061141, -87.6920203)",60622
1539,"(41.7162741, -87.64861669999999)",60643
1540,"(41.7785315, -87.5980675)",60637
1541,"(41.80153, -87.6496172)",60609
1542,"(41.7270029, -87.6387537)",60620
1543,"(41.8116122, -87.71932059999999)",60632
1544,"(41.9131171, -87.6678294)",60622
1545,"(41.8549265, -87.6482018)",60608
1546,"(41.9016572, -87.63512539999999)",60610
1547,"(41.932623, -87.673238)",60614
1548,"(41.84345980000001, -87.6350824)",60616
1549,"(41.8886904, -87.71739319999999)",60624
1550,"(41.7277266, -87.574951)",60617
1551,"(42.0020385, -87.6899365)",60645
1552,"(42.0215734, -87.67304999999999)",60626
1553,"(41.745497, -87.57669700000001)",60617
1554,"(41.7933831, -87.61548909999999)",60637
1555,"(41.7285417, -87.59661419999999)",60619
1556,"(41.6874945, -87.53819229999999)",60617
1557,"(41.8997952, -87.6313313)",60610
1558,"(41.8458692, -87.6926435)",60608
1559,"(41.9641843, -87.69190449999999)",60625
1560,"(41.8695716, -87.7270826)",60624
1561,"(41.9353998, -87.65154509999999)",60657
1562,"(41.96281219999999, -87.6863938)",60625
1563,"(41.8991219, -87.668071)",60622
1564,"(41.943389, -87.64713499999999)",60657
1565,"(41.8255448, -87.631754)",60609
1566,"(41.76725099999999, -87.6484681)",60621
1567,"(41.7027286, -87.5377061)",60617
1568,"(41.7446685, -87.6319177)",60620
1569,"(41.760639, -87.65432299999999)",60636
1570,"(41.7744601, -87.7288495)",60629
1571,"(41.9068482, -87.73216359999999)",60651
1572,"(41.6706441, -87.63207609999999)",60628
1573,"(41.676818, -87.63524799999999)",60628
1574,"(42.0027514, -87.70635349999999)",60645
1575,"(41.7485007, -87.63552639999999)",60620
1576,"(41.8978158, -87.68654570000001)",60622
1577,"(41.8900236, -87.7098659)",60624
1578,"(41.8865239, -87.6778928)",60612
1579,"(41.90199459999999, -87.7492541)",60651
1580,"(41.6533682, -87.6016674)",60827
1581,"(41.6840389, -87.6548655)",60643
1582,"(41.672228, -87.6498973)",60643
1583,"(41.67273549999999, -87.650342)",60643
1584,"(41.8400396, -87.725269)",60623
1585,"(41.87824740000001, -87.6636746)",60607
1586,"(41.8507599, -87.6747157)",60608
1587,"(41.9080486, -87.676738)",60622
1588,"(41.9367204, -87.6728064)",60657
1589,"(42.0072254, -87.778526)",60646
1590,"(41.8441791, -87.62886)",60616
1591,"(41.8353553, -87.65559929999999)",60608
1592,"(41.8319671, -87.6546086)",60608
1593,"(41.9646502, -87.75836249999999)",60630
1594,"(41.972328, -87.6841544)",60625
1595,"(41.77422600000001, -87.67101199999999)",60636
1596,"(41.6989526, -87.54351369999999)",60617
1597,"(41.9841393, -87.7286602)",60646
1598,"(41.9347229, -87.68353549999999)",60618
1599,"(41.7621703, -87.58372039999999)",60649
1600,"(41.773523, -87.594026)",60637
1601,"(41.7809332, -87.65515549999999)",60636
1602,"(41.8140835, -87.6087663)",60653
1603,"(41.812723, -87.6078149)",60653
1604,"(41.9282184, -87.6664639)",60614
1605,"(41.7667468, -87.6318469)",60621
1606,"(41.9147452, -87.6997978)",60647
1607,"(42.012417, -87.69596899999999)",60645
1608,"(42.0121989, -87.7062863)",60645
1609,"(41.9929569, -87.6997892)",60659
1610,"(41.9064241, -87.7676047)",60651
1611,"(41.8444179, -87.61848169999999)",60616
1612,"(41.8313786, -87.627231)",60616
1613,"(41.8412173, -87.7344897)",60623
1614,"(41.9592537, -87.67234169999999)",60613
